-7.122797994573646374e-01,-1.783254278631315914e+00,-3.675343253715681047e-01,-1.753663313312190164e+00,1.189522471794895342e+00,-1.387032675944661619e+00,-8.117665670416759349e-01,2.926347438495656705e-01,1.439497455172073170e+00,1.169538116635147951e+00,9.838980574986357919e-01,-1.445889765796273263e+00,-8.251598117280724010e-01,-9.963938144327520730e-02,-9.272662610608246592e-01,-7.350304702968378789e-01,3.728740205763181326e-01,-6.812343049240804360e-01,-7.726294505451989370e-01,1.706703093674041050e+00,1.341445638101426585e+00,-9.508677418728829212e-01,-8.444831356057459493e-01,-1.241112484377073555e+00,1.103258050233897558e+00,-1.432548390025217833e+00
-3.805908572463305162e-01,-2.112419060084139044e+00,2.706635489234786585e-01,-2.035043175116113545e-01,2.114194023947330692e+00,-1.887665894805191868e+00,4.334958539038801795e-01,-1.852762230669760424e+00,-5.786743782738887898e-01,-1.355855062639576225e+00,-6.342919120409941103e-01,3.704680198152576209e-01,3.235725817755310402e-02,-7.249100313729573974e-01,1.269631010737350518e+00,9.466711947191241983e-01,-1.094298989374384412e+00,4.368463167657199442e-02,2.973813401813985569e-01,-1.185468067666392677e+00,-1.148729740552291156e+00,-7.643148990394883491e-01,-1.930263250927577889e+00,-4.125660746770254753e-03,3.232139207380002599e-01,1.368493850047569405e+00
-9.480311642973392461e-01,5.565639902227221825e-01,8.178963998062531715e-01,4.636815799611766487e-01,1.647429353656644224e-01,1.815327693236872264e-01,-1.613603990576445435e+00,-1.748416873085474110e+00,-1.353712857315806595e+00,-8.068513857789190169e-01,-1.247538554783009124e+00,3.396492856551335260e-01,-3.076711403142768919e-01,-1.228735376122388923e+00,2.086999226039996103e+00,8.958231478062048669e-01,2.316253856287246449e-01,-1.908383195753224015e+00,-1.005546957626981763e+00,1.610717720915925133e+00,-5.389459752884294685e-01,-1.602732995314732900e+00,2.519991680902762266e-01,-1.152206273344353438e+00,-4.658289686542737562e-01,-1.569396472520938390e+00
-9.734605667194032863e-01,-2.012572080373690842e+00,8.236549434579035767e-01,5.930246586262759578e-01,-1.498986384532950300e+00,7.248574600734272178e-01,-1.185138029008742988e+00,-8.353911559079312266e-01,-1.065905138741544800e+00,7.802014453755850010e-01,-1.215132041090121628e+00,-2.236411783901896211e+00,1.395145001869834367e+00,2.378027794585296437e-02,-1.251024320346212804e+00,-2.231092653746108989e-01,1.524173625447925451e-01,1.945684941595417383e+00,-9.699882743984483691e-01,-5.964021557631773440e-01,5.183760486542893231e-01,8.388445661618684213e-01,-6.812342547628726930e-01,-2.268446250603424752e-01,-2.089980388604274708e+00,6.729584981015848122e-01
-3.392371973648679595e-01,-5.223861107960988681e-01,1.352093299472749255e+00,-1.057531203565916789e+00,-9.239863245129128488e-01,9.481782317070607258e-01,4.943674606663930882e-01,1.782337586574461286e+00,-8.228333584906716291e-01,-1.732551340070629164e+00,-1.192128656215555083e+00,4.774272005104618355e-01,-1.595245581334549190e+00,-8.469616825988248721e-01,-6.037018112843618445e-01,-2.633046841659014703e+00,8.401625807534071066e-01,2.992780341488028920e-02,-1.258900280767575319e+00,-1.382643474509782644e-01,-1.800134274329087569e+00,3.555521113806235367e-01,1.448478331654394546e+00,-5.996148273098584891e-01,-6.307628924856256702e-01,-2.653704370365274068e-01
-8.451717422395843560e-01,-1.978322179677282522e+00,-1.593196377706681321e+00,8.372350419974884383e-01,-1.735490597801485624e+00,-6.251638799697072368e-01,-9.622071976858371789e-01,5.265523256315031153e-01,1.645594815449292092e+00,-1.393097243689550346e+00,1.957391456399643903e-01,-1.613494963891727307e-01,-1.854037193492553692e-01,8.829319935026722632e-01,-1.187417317508264958e+00,-4.762617220392539874e-02,1.717617064844414732e-01,1.419548583988223589e+00,-8.457492460293132286e-01,-1.186989296295235752e+00,-2.049508862675544218e+00,8.139797875132337435e-01,-1.698050843228567919e+00,9.630104519330713320e-01,5.930436696462600965e-01,-1.155422570094590817e+00
-5.450427262410755258e-01,5.387962126810745822e-01,-1.906934380277992558e+00,-2.344485951810559854e+00,-1.135797786192358716e+00,1.468720458820747810e-01,-3.189903282032345300e-01,4.334048850165459488e-01,-3.391484909532445080e-01,8.818102463389149159e-01,1.325049167472248657e+00,-5.330473317343542572e-02,-7.453331926674137964e-02,-9.061875274389522561e-01,1.033855573221933888e+00,-8.735635037705110628e-01,-1.621346580335105703e+00,-1.111929193790065717e+00,1.687413632402289532e-01,1.329083843169470480e+00,-1.363729510523747079e-01,-6.222219539898911078e-01,-7.349288572361003524e-01,8.496609923094367023e-01,-2.092305102608829959e+00,7.920661598749048071e-01
-4.256343625071132286e-01,2.805334734974323507e-01,-1.708792180133207106e+00,3.865306670504721209e-01,-1.780878273389259414e+00,-2.000380070595989768e+00,1.121638806179895642e+00,-2.123061938914956315e-01,-5.091032811066797947e-01,-1.149953199451294372e+00,-1.798000491138526336e+00,-3.907438557769530307e-01,-1.301502424603418806e+00,-1.290804531668709565e+00,-2.122411402455711027e+00,8.587147909052804673e-01,-2.027005385191193720e-01,2.254962597257647028e-01,1.122274268331902025e-01,-8.955486891527357773e-01,1.314170360797265236e+00,-1.204310117320331219e+00,1.364607577732176003e+00,-2.017907970496849224e+00,9.334031845573247388e-01,1.536031480010437711e-01
-5.756579160196357847e-01,1.856116362401404540e+00,7.186705965869949475e-01,3.638956185063023097e-01,-1.431661947801194268e+00,1.371947628785007145e-01,-1.546780344367238547e+00,6.626130170344459724e-01,-5.637229463338310209e-01,4.680638912336622659e-01,-1.679761399455651227e-01,-2.273649834076262088e+00,-1.257643983911808760e+00,-6.661028433948149585e-01,-8.922613578018522285e-01,2.076834894242495302e-02,-1.319139035865538157e+00,-1.272596023379047869e+00,8.040864742702210632e-01,-2.198256243340543037e+00,7.827666873779773882e-01,-9.214379778621857309e-01,-2.842727117365447254e-01,6.477704011223932579e-01,-1.492351849433332767e+00,-2.220317212466551005e-01
-1.015063385958998143e+00,9.509957866568821139e-01,-1.272057060035601150e+00,-5.068500593149707356e-01,9.230683132027162063e-01,3.198152952270105209e-01,5.462286203202668666e-01,-1.608771868500491475e+00,-9.117170595848141934e-01,-1.109794162460551181e+00,5.220774425034996336e-01,3.280164162222989344e-01,1.313427836531337434e+00,1.004133020171913415e+00,-9.521002523603341317e-01,-1.533208513935667927e+00,-2.069525645457932495e+00,-1.012151155811584102e+00,1.463658214461784346e-01,-1.572843708080444713e+00,-1.835941776202397291e+00,1.065274054392360448e+00,6.910324789068243989e-01,-5.305855634769365281e-01,-2.886801181389159754e-01,-1.615427375015823674e+00
